,ApEn,RMS
4075,0.0215084740143338,28.04788908333834
10104,0.0136117297515103,35.11863265241117
5501,0.0443301842322803,262.12620614738
7779,0.0051030452661828,47.03933173918131
3402,0.0197746640945988,41.78413649341099
9503,0.0229873574307766,20.459134191724733
6865,0.025054652976312,46.95792144802355
821,0.0512749661765812,124.47566395873834
6883,0.0070397860580984,51.24410694015215
3166,0.0053981874292263,42.77458973904659
3761,0.0118591997134647,72.74903349873453
4995,0.0025560609546788,39.9628611768164
5112,0.0355184676914097,65.15768133919438
4121,0.0199226845892872,118.64257064946166
7440,0.0287553138064033,39.04525869503876
5201,0.0435215545319587,34.94277548498044
1710,0.0357968504428116,112.96943723857352
1986,0.0295688699032625,225.5762207052336
6415,0.0337771485001203,70.62868145825215
6080,0.0121783430240896,36.392318954777394
4497,0.0268136103038005,40.72434967252393
6873,0.0192418653052475,81.56633731394649
7188,0.010852011695019,35.90496489214618
1037,0.0090325587419828,372.58526184452063
7694,0.0111687246624825,43.21435489221145
8879,0.0058939451983359,55.303684855475495
6524,0.0438663889163031,110.61618741381729
6787,0.0098881954273228,57.878408376958674
2678,0.0047044919236549,33.23102136934705
10370,0.0148637103927944,78.68491854383532
7799,0.0123511285658413,96.2578223282399
4330,0.0137085244207919,46.63813592604501
6313,0.0204908989791885,30.3303104892614
5744,0.0117046006637693,27.87937010306636
6389,0.0073119469804812,46.00494623543212
2448,0.0127061255663276,80.37915218182356
11016,0.014717594288153,55.90972599590791
5639,0.005836732467217,135.87821623953377
1774,0.0459925908529323,105.29596958543809
6156,0.0336960204644274,67.0313556234599
6058,0.0307557082588045,29.424725200501022
6317,0.0134358762347597,39.06060620409328
5938,0.0192304616496783,32.2373021877413
2571,0.0324419444797245,83.480603917729
4779,0.0293633533677368,70.31129860084722
4391,0.0087171362651887,22.20151406013788
1086,0.0414123088480371,501.9229224862992
2404,0.0332347524091485,45.50909400019682
2097,0.0048054118811045,309.4879118449136
10502,0.026765929332289,16.763404151603577
791,0.0322900188061279,212.32989860084177
496,0.0498686302459141,611.7693633275942
9949,0.0013886142117538,53.87765999088816
1957,0.0578071021768771,557.5989555360051
229,0.000869202547379,108.07893934021672
1462,0.025519866820268,259.0902361886323
5889,0.0112966627414339,81.35652872157833
5,0.0149192284967103,138.6961008768361
6746,0.0022073267799793,29.32208498672545
3056,0.0510317537955136,62.64497248881988
10219,0.0063929871185282,33.539214454873566
1003,0.0255690706312763,416.76182695894335
10633,0.0322693189356497,38.567260646175015
10397,0.0087306116016776,70.17219682346598
4104,0.0093247468974277,54.54756203019068
11303,0.0052200228947869,66.70303166718699
4107,0.0331683330996623,45.76998048154762
3648,0.0109538139302864,55.31464949919461
3959,0.0279380608338821,84.99110419902044
7504,0.0156016306844621,88.28817450719264
8636,0.013446637495095,30.971051882160864
3655,0.0098702164247956,48.01265803963836
1362,0.0145986993092481,335.6413178353959
8910,0.0122577530559784,84.93577824321886
8542,0.0115301276743506,21.375411180255693
8073,0.031682580096271,37.908748887130265
3460,0.0312638829950531,89.4517044101173
6380,0.0197438562819631,98.35662103968268
10352,0.0360825772554527,68.83728124397781
9127,0.0361072139542231,95.50184062362358
10414,0.0107924893624371,44.170020632282366
440,0.0527579148008099,476.7082179883794
9798,0.0272041142368637,67.66509035776868
10286,0.0277185278091216,184.28977108500217
5842,0.0049972001776534,82.85944424143817
944,0.0333209527545141,263.807327707825
2549,0.0185962055659061,76.24143138330366
472,0.0173910999478787,230.5885281967373
5567,0.0340490699721183,47.72709385958096
3828,0.009038651942018,38.24729999661741
2783,0.0225074178888053,30.31938549375218
10896,0.0048190725827668,28.46891293861165
10358,0.0325372787789266,56.506269529086325
6610,0.0116823857761994,46.50070878996093
4821,0.0128924148222053,50.758422753950406
10965,0.0138557965956933,39.2827913380974
10668,0.0127238557979407,43.94976713533304
5564,0.0058925494380472,96.39723418134204
8357,0.0182533698063029,76.51431838531106
2530,0.0144792230115173,79.56075091361004
9173,0.0267345681976571,69.18664252517425
633,0.0233139460893507,248.96374983211663
6988,0.0201783642431552,40.23833414986572
9203,0.0085949321421243,25.90528873367367
1755,0.0445689367154176,105.0496650585153
756,0.0253140020058513,220.97633697730228
2218,0.0046218931845084,203.79325532992684
5053,0.0118739458202776,44.39969603288405
2952,0.0013757125417899,27.787629329433628
1661,0.0176007862370428,212.2169576385804
8943,0.0301627241875888,50.83360282117774
7015,0.0315288774567394,27.37160188669545
743,0.0214235021968658,118.93130074490485
7079,0.051696330783733,80.30513098488788
1815,0.0421759879145584,229.2035484052603
7057,0.0281494478521815,70.60655870960218
10209,0.0229661792549089,36.52961261300549
3050,0.0409720691024952,39.72096276291022
3671,0.0158184041752322,50.090245705563774
1044,0.0255205798335209,162.64363994107254
9854,0.0364978120094314,62.22510640559403
6543,0.0037612085194633,41.6771386580071
10980,0.0135426350536644,58.34163259414326
8297,0.0260774026240828,47.43040234286707
6479,0.0011522024461108,83.99717199015542
1888,0.055018669928236,408.3511720168072
8180,0.0134966382479815,44.39425748513258
1063,0.003359374392641,163.94741946019232
9787,0.021679858996539,61.64040518021641
8353,0.0086215559556457,48.77001792533503
3000,0.028522700189498,53.95089636651091
5762,0.0088088853380581,39.42797156088872
6136,0.0015658843512786,46.57564306956749
1112,0.0560821751467521,213.76223352236184
2443,0.0331721298541181,45.798732796675175
2480,0.0391294249489813,62.16743159228351
6289,0.0029546142972032,55.44594161348736
2515,0.0283163348790203,58.65231240113215
4194,0.0166634286581235,138.61448900638058
6897,0.0092448271239886,51.89432057376317
10169,0.02364196276879,63.85639864913696
9400,0.0079576335524205,55.44622341878886
11440,0.0299698521402946,57.47890237948181
6890,0.0110103514960409,42.76506267898482
11249,0.0166909961525227,68.20298002561911
8880,0.0051786232477955,40.0136878435836
2991,0.0428542228950044,51.17803636571063
2501,0.019596048872136,82.72969326933045
979,0.0208118350620694,421.6630202385772
420,0.0456139348739759,272.1565397503912
156,0.0358359383756665,131.08707149257702
3743,0.0282569759578086,67.11010440523282
4209,0.02150534575805,55.39492887017051
10687,0.0441466297649708,49.88181833876197
1127,0.0431363435054539,169.86760412064302
10508,0.0173015919882995,42.22422013045357
10887,0.0186412230492214,42.82891450841067
9135,0.0182336670505849,81.66899178237723
9283,0.0131243410444499,46.46945401282438
6434,0.0148541354517646,46.17354322282405
4001,0.0307345158505767,53.236537324003336
2237,0.0229606703966656,158.24002116049846
8422,0.0118876109227996,68.18912549620724
6556,0.019924022830962,64.41226166751949
407,0.0403821738599479,274.9149966282192
4749,0.0159621212368303,57.75511087368156
8270,0.0206219533754574,53.2862488490816
3315,0.0170429626232762,54.199185951566655
321,0.0349762734409471,344.7679678568707
6083,0.0013411792736022,40.54384321516955
1910,0.0449053465162818,225.02302833543504
1314,0.0444840363907772,509.2328415509574
10452,0.0293003589668723,13.602421802982365
7642,0.0315367203013012,60.07166130703811
1538,0.0542703317024382,300.9548890030593
6691,0.009557360630791,52.83362650664584
4676,0.0247780731142208,67.29541116065234
6476,0.0142671771325062,42.0066552111835
7067,0.0459178373506459,68.6758122449236
6147,0.0023069651156024,40.77626286556003
6196,0.0382887803596276,111.49896650305776
9465,0.0117647566606362,51.67496730617011
5840,0.011615338204999,51.963502253083846
5963,0.0403117216974959,75.9085818137103
2551,0.007487495729384,45.789387075500365
1914,0.0283546979916247,490.8198329310232
10855,0.0130961655196428,49.38544687740762
9044,0.0140512430973629,29.43830446087631
2278,0.0420943072245072,235.4008777430269
5168,0.0146919897126087,45.79285795671362
2137,0.025627669429614,206.702618890642
11407,0.0145099897813429,60.20691859641216
1547,0.0452786120684796,234.49978969540143
2770,0.0088657662371685,36.885770408027945
10913,0.0137366650472339,66.40162483892996
10874,0.0042997318282402,71.10582658417488
10774,0.0022073267799695,73.67688377724048
10296,0.0355684274937733,31.65218538811736
5313,0.0261776772873796,55.10292659679021
8166,0.0074139486392024,39.02927336868444
4583,0.0282294878520623,33.130851487888144
3160,0.0213594994724304,50.96465917059585
9104,0.0269132081203298,65.81893590919523
1159,0.0245363445869077,120.25592419788516
11295,0.0046982851707531,43.60647215795495
8584,0.0333132954221868,64.60758953095217
10339,0.0188272163797247,71.68638294683308
4871,0.0208174791731008,59.36818628666998
3474,0.0255889338361652,70.29484500569725
4615,0.0043059385811154,25.096581020255528
7044,0.0231667825890982,38.92829445756647
3066,0.0046774031715388,91.39140103748136
10082,0.0109437321195491,40.33792197447397
9217,0.0131046789088555,39.8392093000884
1675,0.0409414365913001,207.56716486402053
7613,0.0323686797245463,32.57223792731703
1833,0.0166688913337691,95.71867858306184
6693,0.024671473630212,61.64147852704379
3152,0.0264037868339848,51.17277909506674
11203,0.0157745968885287,64.98787822668355
4563,0.0136995266904853,31.528013337348103
283,0.0138812301699653,163.59320827274203
1013,0.0412342775748197,145.27471955101134
5755,0.0119322753540722,45.24592631006962
1388,0.0468130095074976,208.28819615199032
274,0.0263619317037733,101.2814886413418
5030,0.0198524267210968,43.95243900548922
9078,0.0327506595252722,40.17859908233175
4900,0.0112325643215251,44.678233304932725
484,0.0351897701906569,175.73525509359953
3524,0.013562696677682,27.742802416798128
8810,0.0126422904462439,25.43733683915732
3247,0.0154679670100796,64.43107009020376
7042,0.0297471208215349,82.20842176672048
162,0.0330304767494578,511.6735371247472
8437,0.0041776430603128,34.49563349858573
4447,0.0196313082394263,92.48639838764808
8079,0.00012796735448,46.783661010015024
767,0.0083831917374368,97.7661556542255
1796,0.0464158713792199,266.96484143515977
5844,0.0011450524709797,59.98149535612004
7178,0.0073885202328165,92.51347294195182
7808,0.0045398517346799,57.52672612577566
8269,0.0114662684864299,47.67658889755275
5879,0.0172481441488772,74.70112977099141
1034,0.0340796651502079,198.2867266777141
6611,0.021626540596503,78.5449898445948
473,0.0540156315067585,193.24435278375532
6207,0.0242446454792899,47.42626884504515
2664,0.0256749735574031,40.85869681559545
10017,0.0004477647166249,41.077717880257175
8597,0.0443209096225536,90.2597921453678
11396,0.0097454054256425,31.51129819703561
1457,0.0555336639734744,152.83181274944445
2265,0.0297770851199201,575.6082033040682
1525,0.0428571830718667,254.5812124843465
1837,0.0386733651092785,260.28896764881813
8774,0.0111473436560087,42.91695173347881
4437,0.0532646493852166,48.84678893297389
9685,0.0139835710412006,60.10996596083299
3086,0.0250073450962067,32.47878664653669
2126,0.0098933179611306,462.6954295720621
4965,0.0136104008008111,61.32821456999829
11337,0.0142891188606553,32.30800409970028
6258,0.0271083595929328,103.19430672961688
3232,0.0178990830857417,90.5725791277015
1364,0.0303904807376431,131.52053220172508
8000,0.0149734165244312,34.0186142175317
1691,0.0282002158794862,199.75025911278564
1336,0.0441492582124167,184.38611857365035
8234,0.0138080014775998,53.76574987271172
3650,0.00329585775013,51.5927562745004
9301,0.0332855835678671,39.01039650088487
5865,0.0051235475975719,29.632918575146288
4008,0.0057735761778952,28.74629731591532
5786,0.0243668614010998,52.304182806564334
10350,0.0117150203952745,45.49314208276342
2423,0.0242483310393697,72.4005143120976
9375,0.0080760263814787,45.12874378514208
8487,0.0293101371091264,46.37210444127482
8099,0.017055454785652,50.90198148156907
